date_visit,prefecture,n_stay,n_people,n_room,amount_fee,n_reserve
2024-03-31,兵庫県,36,183,46,4477322,36
2024-03-31,奈良県,5,21,5,550370,5
2024-03-31,和歌山県,2,3,2,67400,2
2024-03-31,島根県,2,7,3,198660,2
2024-03-31,岡山県,4,11,4,303540,4
2024-03-31,広島県,1,5,1,140000,1
2024-03-31,山口県,2,6,2,244200,2
2024-03-31,徳島県,4,13,4,321018,4
2024-03-31,香川県,4,14,4,407300,4
2024-03-31,愛媛県,2,4,2,136400,2
2024-03-31,高知県,1,2,1,77000,1
2024-03-31,長崎県,1,1,0,13200,1
2024-03-31,不明,118,468,129,10079642,115
2024-04-01,福島県,5,14,2,274140,5
2024-04-01,茨城県,2,4,1,165300,2
2024-04-01,栃木県,1,5,1,195660,1
2024-04-01,群馬県,3,12,3,335688,3
2024-04-01,埼玉県,5,12,5,419700,5
2024-04-01,千葉県,7,25,3,562460,7
2024-04-01,東京都,20,64,24,2059510,15
2024-04-01,神奈川県,19,28,9,853070,12
2024-04-01,新潟県,1,3,1,66285,1
2024-04-01,富山県,5,15,5,422585,5
2024-04-01,石川県,6,20,6,770985,6
2024-04-01,福井県,25,64,18,1925210,24
2024-04-01,長野県,1,5,1,128050,1
2024-04-01,岐阜県,10,36,9,813740,10
2024-04-01,静岡県,5,12,1,255420,5
2024-04-01,愛知県,43,127,39,3815940,43
2024-04-01,三重県,7,11,6,352600,6
2024-04-01,滋賀県,8,24,8,634800,8
2024-04-01,京都府,9,34,9,831950,9
2024-04-01,大阪府,12,39,9,1180400,12
2024-04-01,兵庫県,23,85,32,2261150,20
2024-04-01,奈良県,10,32,10,803160,10
2024-04-01,和歌山県,6,15,6,321980,6
2024-04-01,鳥取県,1,4,1,101200,1
2024-04-01,島根県,1,44,12,792000,1
2024-04-01,岡山県,1,4,1,110000,1
2024-04-01,広島県,4,10,1,258000,4
2024-04-01,山口県,1,2,0,52250,1
2024-04-01,徳島県,2,4,2,106200,2
2024-04-01,香川県,5,17,6,846000,4
2024-04-01,高知県,2,6,2,168300,2
2024-04-01,不明,103,462,125,9467510,97
2024-04-02,山形県,1,4,1,78840,1
2024-04-02,群馬県,2,10,2,240964,2
2024-04-02,埼玉県,2,5,2,160000,1
2024-04-02,千葉県,4,16,4,622800,4
2024-04-02,東京都,8,59,22,1776780,7
2024-04-02,神奈川県,6,24,7,679480,6
2024-04-02,新潟県,1,3,1,79650,1
2024-04-02,富山県,3,10,3,350520,3
2024-04-02,石川県,9,22,3,574090,9
2024-04-02,福井県,11,26,7,824920,11
2024-04-02,長野県,3,6,3,330900,3
2024-04-02,岐阜県,10,34,7,864120,9
2024-04-02,静岡県,1,4,1,110800,1
2024-04-02,愛知県,31,88,26,2099963,30
2024-04-02,三重県,7,30,7,662020,7
2024-04-02,滋賀県,14,36,7,1005169,14
2024-04-02,京都府,4,12,4,404300,4
2024-04-02,大阪府,12,32,8,823780,12
2024-04-02,兵庫県,28,117,32,3211890,28
2024-04-02,奈良県,7,8,1,202950,5
2024-04-02,和歌山県,2,4,2,160900,2
2024-04-02,鳥取県,3,11,4,317900,3
2024-04-02,島根県,1,2,1,61600,1
2024-04-02,岡山県,3,15,6,492100,3
2024-04-02,山口県,1,3,1,209000,1
2024-04-02,徳島県,1,4,1,88000,1
2024-04-02,香川県,3,14,6,495800,3
2024-04-02,愛媛県,1,5,1,140000,1
2024-04-02,高知県,1,3,1,63000,1
2024-04-02,大分県,2,11,3,239400,2
2024-04-02,沖縄県,0,2,1,99000,0
2024-04-02,不明,114,489,130,10029497,110
2024-04-03,茨城県,5,8,2,234350,5
2024-04-03,栃木県,2,4,1,110300,2
2024-04-03,埼玉県,12,28,6,717830,11
2024-04-03,千葉県,1,5,1,220000,1
2024-04-03,東京都,10,57,30,2462750,10
2024-04-03,神奈川県,0,9,3,342450,0
2024-04-03,新潟県,3,4,2,134265,3
2024-04-03,富山県,4,13,4,327150,4
2024-04-03,石川県,6,19,6,617830,6
2024-04-03,福井県,22,80,22,2109060,23
2024-04-03,山梨県,1,4,1,101800,1
2024-04-03,長野県,2,9,3,229500,2
2024-04-03,岐阜県,7,17,4,385340,6
2024-04-03,静岡県,5,14,4,362900,5
2024-04-03,愛知県,23,62,17,1924320,20
2024-04-03,三重県,9,39,9,869570,9
2024-04-03,滋賀県,3,9,3,294900,3
2024-04-03,京都府,16,37,16,1243350,16
2024-04-03,大阪府,25,74,16,2018356,24
2024-04-03,兵庫県,25,88,24,2568050,25
2024-04-03,奈良県,5,17,5,536280,4
2024-04-03,和歌山県,6,40,13,957340,6
2024-04-03,岡山県,2,10,2,167124,2
2024-04-03,広島県,3,5,0,110000,3
2024-04-03,徳島県,2,4,2,138600,2
2024-04-03,香川県,2,9,3,413400,2
2024-04-03,福岡県,1,2,1,83900,1
2024-04-03,大分県,1,2,1,55000,1
2024-04-03,沖縄県,1,2,1,48400,1
2024-04-03,不明,112,445,111,8292636,106
2024-04-04,北海道,1,2,1,46280,1
2024-04-04,山形県,1,4,1,66300,1
2024-04-04,栃木県,1,2,1,50900,1
2024-04-04,埼玉県,4,12,5,341840,4
2024-04-04,千葉県,2,5,0,114400,2
2024-04-04,東京都,13,48,18,1400380,12
2024-04-04,神奈川県,3,6,3,149180,3
2024-04-04,新潟県,2,4,0,74800,2
2024-04-04,富山県,2,4,2,127900,2
2024-04-04,石川県,6,16,6,655960,6
2024-04-04,福井県,21,91,21,2739990,21
2024-04-04,山梨県,4,12,5,242535,4
2024-04-04,長野県,1,2,1,48400,1
2024-04-04,岐阜県,8,32,9,887850,8
2024-04-04,静岡県,5,10,4,343000,4
2024-04-04,愛知県,7,29,8,627540,7
2024-04-04,三重県,4,10,4,244250,4
2024-04-04,滋賀県,3,6,3,288800,3
2024-04-04,京都府,9,22,8,477100,6
2024-04-04,大阪府,11,32,12,1021823,11
2024-04-04,兵庫県,22,97,30,2642950,22
2024-04-04,奈良県,8,23,8,636810,8
2024-04-04,和歌山県,7,19,7,516580,7
2024-04-04,鳥取県,1,6,1,137220,1
2024-04-04,岡山県,2,6,2,271500,2
2024-04-04,広島県,1,2,1,66300,1
2024-04-04,徳島県,1,2,0,59400,1
2024-04-04,香川県,5,11,5,331000,5
2024-04-04,大分県,2,10,2,248470,2
2024-04-04,鹿児島県,1,43,16,1051450,1
2024-04-04,沖縄県,3,6,3,181700,3
2024-04-04,不明,116,478,116,8283611,108
2024-04-05,宮城県,1,26,10,685900,1
2024-04-05,秋田県,1,2,1,85990,1
2024-04-05,茨城県,1,2,1,79500,1
2024-04-05,群馬県,1,4,1,128200,1
2024-04-05,埼玉県,1,2,1,127900,1
2024-04-05,千葉県,2,5,2,188850,2
2024-04-05,東京都,10,94,21,2979760,10
2024-04-05,神奈川県,3,4,2,122400,3
2024-04-05,新潟県,2,10,2,211880,2
2024-04-05,富山県,2,8,2,241800,2
2024-04-05,石川県,10,36,12,977650,10
2024-04-05,福井県,26,103,25,3161140,26
2024-04-05,岐阜県,4,10,2,287620,4
2024-04-05,静岡県,9,21,10,747400,8
2024-04-05,愛知県,36,99,34,3224080,34
2024-04-05,三重県,1,4,2,132000,1
2024-04-05,滋賀県,7,24,9,825950,7
2024-04-05,京都府,12,60,20,1718820,12
2024-04-05,大阪府,25,88,25,2572170,25
2024-04-05,兵庫県,26,144,40,3786250,26
2024-04-05,奈良県,3,6,3,177870,3
2024-04-05,和歌山県,5,14,5,434760,5
2024-04-05,鳥取県,3,7,3,209700,3
2024-04-05,島根県,1,19,4,304000,1
2024-04-05,岡山県,4,10,4,293120,4
2024-04-05,広島県,1,2,1,57200,1
2024-04-05,山口県,1,3,1,99000,1
2024-04-05,香川県,3,10,3,163160,3
2024-04-05,愛媛県,3,11,4,309100,3
2024-04-05,福岡県,3,9,3,282750,3
2024-04-05,沖縄県,1,2,1,68500,1
2024-04-05,不明,117,564,147,10052709,113
2024-04-06,北海道,2,4,2,398800,2
2024-04-06,群馬県,1,4,1,31350,1
2024-04-06,埼玉県,2,4,3,165300,2
2024-04-06,千葉県,3,6,3,292100,3
2024-04-06,東京都,11,35,9,1266150,11
2024-04-06,神奈川県,4,9,1,290590,4
2024-04-06,富山県,5,25,6,765800,5
2024-04-06,石川県,8,18,5,606200,8
2024-04-06,福井県,27,118,29,3741780,27
2024-04-06,岐阜県,4,9,3,262690,4
2024-04-06,静岡県,4,9,4,293050,4
2024-04-06,愛知県,29,88,27,3031800,29
2024-04-06,三重県,4,11,4,417700,4
2024-04-06,滋賀県,2,5,2,151450,2
2024-04-06,京都府,22,62,16,1830580,22
2024-04-06,大阪府,21,60,20,2059860,21
2024-04-06,兵庫県,31,157,40,5040550,31
2024-04-06,奈良県,7,22,6,768055,7
2024-04-06,和歌山県,1,4,1,138390,1
2024-04-06,鳥取県,1,16,4,256000,1
2024-04-06,岡山県,3,7,3,309620,3
2024-04-06,徳島県,3,11,3,418680,3
2024-04-06,香川県,8,27,9,959960,8
2024-04-06,愛媛県,1,2,1,88000,1
2024-04-06,福岡県,2,15,3,393330,2
2024-04-06,大分県,1,4,2,149600,1
2024-04-06,不明,101,610,143,11001541,100
2024-04-07,福井市,1,4,1,110000,1
2024-04-07,北海道,3,7,2,215250,3
2024-04-07,宮城県,1,3,0,69300,1
2024-04-07,埼玉県,3,9,5,238000,3
2024-04-07,千葉県,4,9,4,413550,4
2024-04-07,東京都,13,47,25,1642150,13
2024-04-07,神奈川県,5,10,3,301860,5
2024-04-07,新潟県,1,2,1,57500,1
2024-04-07,富山県,13,38,12,1167030,13
2024-04-07,石川県,8,22,5,695830,8
2024-04-07,福井県,46,181,27,4384350,46
2024-04-07,山梨県,3,6,2,197660,3
2024-04-07,長野県,3,8,4,335300,3
2024-04-07,岐阜県,8,26,8,756500,8
2024-04-07,静岡県,5,16,6,593930,5
2024-04-07,愛知県,27,78,28,2432640,25
2024-04-07,三重県,4,9,3,257920,4
2024-04-07,滋賀県,12,30,8,995680,12
2024-04-07,京都府,10,25,5,681920,10
2024-04-07,大阪府,18,56,16,1871240,18
2024-04-07,兵庫県,20,70,22,1917065,19
2024-04-07,奈良県,1,2,1,61900,1
2024-04-07,和歌山県,4,8,4,208760,4
2024-04-07,岡山県,2,4,1,101200,2
2024-04-07,広島県,1,2,1,105900,1
2024-04-07,山口県,2,5,2,121750,2
2024-04-07,徳島県,3,13,3,382200,3
2024-04-07,香川県,1,2,1,92000,1
2024-04-07,愛媛県,2,6,2,137500,2
2024-04-07,高知県,1,2,1,41580,1
2024-04-07,福岡県,1,2,1,68500,1
2024-04-07,熊本県,1,3,1,82500,1
2024-04-07,不明,87,351,113,6647300,87
2024-04-08,茨城県,1,2,1,53100,1
2024-04-08,埼玉県,1,1,0,29700,1
2024-04-08,千葉県,3,7,2,228600,3
2024-04-08,東京都,8,14,1,499550,5
2024-04-08,神奈川県,5,13,4,572240,5
2024-04-08,富山県,1,3,1,0,1
2024-04-08,石川県,3,6,2,170000,3
2024-04-08,福井県,7,15,3,526100,7
2024-04-08,山梨県,1,2,1,47400,1
2024-04-08,長野県,1,2,1,44000,1
2024-04-08,岐阜県,8,16,4,531600,8
2024-04-08,静岡県,9,20,9,608500,9
2024-04-08,愛知県,8,21,9,748300,8
2024-04-08,三重県,1,2,0,59400,1
2024-04-08,滋賀県,1,2,1,55300,1
2024-04-08,京都府,7,61,13,1248820,7
2024-04-08,大阪府,7,18,6,535550,7
2024-04-08,兵庫県,20,67,24,1998515,20
2024-04-08,奈良県,5,11,4,398450,5
2024-04-08,和歌山県,1,2,1,94600,1
2024-04-08,鳥取県,1,2,1,59600,1
2024-04-08,岡山県,1,2,1,44000,1
2024-04-08,山口県,1,2,1,55000,1
2024-04-08,徳島県,1,2,1,59400,1
2024-04-08,香川県,2,6,2,161370,2
2024-04-08,愛媛県,1,20,7,540000,1
2024-04-08,熊本県,4,38,0,709500,4
2024-04-08,不明,77,275,89,5308790,71
2024-04-09,埼玉県,5,8,0,205750,5
2024-04-09,千葉県,3,9,2,304190,3
2024-04-09,東京都,3,15,1,624200,3
2024-04-09,神奈川県,6,8,0,210130,4
2024-04-09,石川県,1,2,0,70400,1
2024-04-09,福井県,3,12,3,468600,3
2024-04-09,岐阜県,3,6,3,200200,3
2024-04-09,愛知県,2,6,3,175000,2
2024-04-09,滋賀県,5,10,3,410450,5
2024-04-09,京都府,3,7,3,269600,3
2024-04-09,大阪府,7,14,3,327440,7
2024-04-09,兵庫県,19,96,28,2624000,19
2024-04-09,奈良県,4,8,3,320160,3
2024-04-09,和歌山県,2,7,2,278250,2
2024-04-09,鳥取県,2,12,5,433400,2
2024-04-09,岡山県,7,13,6,386600,6
2024-04-09,広島県,1,2,1,55000,1
2024-04-09,山口県,2,12,3,307200,2
2024-04-09,徳島県,1,2,1,52800,1
2024-04-09,香川県,1,3,1,79200,1
2024-04-09,不明,73,306,84,5319849,70
2024-04-10,北海道,1,2,1,79500,1
2024-04-10,埼玉県,1,3,1,165000,1
2024-04-10,千葉県,1,2,1,19800,1
2024-04-10,東京都,5,8,3,347050,4
2024-04-10,神奈川県,2,6,1,197700,1
2024-04-10,新潟県,1,4,2,70400,1
2024-04-10,富山県,1,2,1,99000,1
2024-04-10,福井県,8,53,4,1346100,9
2024-04-10,山梨県,1,2,1,63800,1
2024-04-10,長野県,1,2,1,79200,1
2024-04-10,岐阜県,3,7,2,200200,3
2024-04-10,静岡県,3,8,3,314160,3
2024-04-10,愛知県,6,11,3,429000,5
2024-04-10,三重県,1,2,0,59400,1
2024-04-10,滋賀県,4,6,2,166800,3
2024-04-10,京都府,10,33,10,1011400,10
2024-04-10,大阪府,3,8,1,184400,3
2024-04-10,兵庫県,17,188,49,3305600,17
2024-04-10,奈良県,5,10,5,362550,5
2024-04-10,和歌山県,1,3,1,85800,1
2024-04-10,岡山県,7,17,7,432160,6
2024-04-10,広島県,1,2,0,30800,1
2024-04-10,山口県,1,2,0,59400,1
2024-04-10,香川県,1,2,1,61600,1
2024-04-10,愛媛県,1,4,2,108000,1
2024-04-10,不明,94,359,111,6526804,90
2024-04-11,北海道,1,2,1,61900,1
2024-04-11,福島県,2,1,0,12870,1
2024-04-11,茨城県,1,2,1,50900,1
2024-04-11,栃木県,1,3,1,74550,1
2024-04-11,埼玉県,6,13,2,473300,6
2024-04-11,千葉県,4,10,3,255510,4
2024-04-11,東京都,21,38,18,1298950,16
2024-04-11,神奈川県,9,18,4,560940,8
2024-04-11,富山県,6,18,5,500250,6
2024-04-11,石川県,3,7,2,210850,3
2024-04-11,福井県,29,67,24,2390090,27
2024-04-11,山梨県,1,2,1,116600,1
2024-04-11,長野県,5,11,5,340000,5
2024-04-11,岐阜県,6,17,5,416870,6
2024-04-11,静岡県,4,8,2,236350,4
2024-04-11,愛知県,20,48,18,1593710,18
2024-04-11,三重県,4,10,3,310100,4
2024-04-11,滋賀県,17,46,17,1492380,17
2024-04-11,京都府,10,21,7,556500,9
2024-04-11,大阪府,23,60,20,1991295,23
2024-04-11,兵庫県,26,83,28,2368550,26
2024-04-11,奈良県,10,20,9,645680,10
2024-04-11,和歌山県,6,20,11,587860,6
2024-04-11,鳥取県,2,4,2,116900,2
2024-04-11,島根県,1,2,1,61600,1
2024-04-11,岡山県,2,10,4,287500,2
2024-04-11,広島県,2,3,0,91300,2
2024-04-11,山口県,2,9,4,245100,2
2024-04-11,徳島県,2,7,2,193900,2
2024-04-11,香川県,7,18,7,569900,7
2024-04-11,愛媛県,1,2,1,70400,1
2024-04-11,高知県,2,30,7,619100,2
2024-04-11,福岡県,1,2,1,42000,1
2024-04-11,大分県,1,2,1,47520,1
2024-04-11,沖縄県,1,2,1,50900,1
2024-04-11,不明,83,380,106,7004818,80
2024-04-12,北海道,1,5,1,132750,1
2024-04-12,福島県,0,1,0,12870,0
2024-04-12,茨城県,1,3,1,82950,1
2024-04-12,埼玉県,9,18,5,671900,9
2024-04-12,千葉県,5,12,3,290600,5
2024-04-12,東京都,17,83,31,3095390,16
2024-04-12,神奈川県,10,20,6,714750,8
2024-04-12,新潟県,1,4,0,92400,1
2024-04-12,富山県,6,12,2,319640,6
2024-04-12,石川県,8,28,5,895090,8
2024-04-12,福井県,9,38,10,1163450,9
2024-04-12,山梨県,1,2,1,176300,1
2024-04-12,長野県,6,21,6,760800,6
2024-04-12,岐阜県,8,22,7,571750,8
2024-04-12,静岡県,8,23,8,1031950,8
2024-04-12,愛知県,24,56,18,1779350,24
2024-04-12,三重県,1,2,1,48400,1
2024-04-12,滋賀県,11,32,11,1100940,11
2024-04-12,京都府,9,21,7,667790,9
2024-04-12,大阪府,18,57,16,1842030,18
2024-04-12,兵庫県,32,158,44,4021800,32
2024-04-12,奈良県,9,22,9,734495,9
2024-04-12,和歌山県,5,11,5,333450,5
2024-04-12,鳥取県,1,6,1,204600,1
2024-04-12,岡山県,3,8,3,232600,3
2024-04-12,山口県,1,2,1,105900,1
2024-04-12,徳島県,2,5,2,116700,2
2024-04-12,香川県,2,4,3,182600,2
2024-04-12,高知県,1,3,1,105600,1
2024-04-12,不明,92,464,135,8830819,90
2024-04-13,福島県,1,2,1,61900,1
2024-04-13,茨城県,1,2,1,79500,1
2024-04-13,群馬県,1,23,4,476450,1
2024-04-13,埼玉県,3,6,3,193020,3
2024-04-13,千葉県,1,4,1,123800,1
2024-04-13,東京都,9,41,17,1282350,7
2024-04-13,神奈川県,1,10,3,262000,1
2024-04-13,富山県,13,37,11,1322030,13
2024-04-13,石川県,26,115,34,3395802,26
2024-04-13,福井県,28,185,21,4082130,27
2024-04-13,長野県,1,2,1,59700,1
2024-04-13,岐阜県,5,13,5,442740,5
2024-04-13,静岡県,7,15,7,617520,7
2024-04-13,愛知県,23,64,22,2278510,22
2024-04-13,三重県,3,7,3,166000,3
2024-04-13,滋賀県,6,18,5,492140,6
2024-04-13,京都府,15,57,18,2008060,15
2024-04-13,大阪府,24,67,24,2417740,24
2024-04-13,兵庫県,23,139,39,3948230,23
2024-04-13,奈良県,15,57,16,2086340,15
2024-04-13,和歌山県,2,6,2,247260,2
2024-04-13,鳥取県,1,4,1,176600,1
2024-04-13,島根県,1,4,1,115000,1
2024-04-13,岡山県,7,22,7,648010,7
2024-04-13,徳島県,3,9,3,291500,3
2024-04-13,香川県,4,29,9,676280,4
2024-04-13,愛媛県,1,8,2,255200,1
2024-04-13,福岡県,1,4,1,123200,1
2024-04-13,沖縄県,1,2,1,70400,1
2024-04-13,不明,99,514,130,10579407,99
2024-04-14,福島県,1,2,0,59400,1
2024-04-14,茨城県,1,2,1,66300,1
2024-04-14,栃木県,1,3,0,66000,1
2024-04-14,埼玉県,1,2,1,25000,1
2024-04-14,千葉県,3,7,3,306850,3
2024-04-14,東京都,21,69,23,2281475,20
2024-04-14,神奈川県,7,15,3,606900,6
2024-04-14,富山県,8,22,6,733600,8
2024-04-14,石川県,11,35,8,1025090,11
2024-04-14,福井県,24,101,26,3171080,24
2024-04-14,山梨県,2,6,2,187300,2
2024-04-14,長野県,3,23,4,529600,3
2024-04-14,岐阜県,9,23,8,692400,9
2024-04-14,静岡県,6,14,5,386500,6
2024-04-14,愛知県,19,45,16,1455740,15
2024-04-14,三重県,3,8,3,230280,3
2024-04-14,滋賀県,9,25,9,936150,9
2024-04-14,京都府,10,20,7,572100,10
2024-04-14,大阪府,30,72,25,2412480,27
2024-04-14,兵庫県,27,124,37,3546800,27
2024-04-14,奈良県,9,17,6,685470,7
2024-04-14,和歌山県,2,4,2,133600,2
2024-04-14,島根県,2,4,2,127600,2
2024-04-14,岡山県,2,4,2,158400,2
2024-04-14,山口県,4,10,4,303900,4
2024-04-14,香川県,4,6,3,168400,3
2024-04-14,愛媛県,3,14,3,294800,3
2024-04-14,佐賀県,1,2,1,48400,1
2024-04-14,宮崎県,1,2,1,52800,1
2024-04-14,不明,105,506,129,10164470,100
2024-04-15,栃木県,2,5,2,205400,2
2024-04-15,群馬県,1,2,1,101500,1
2024-04-15,埼玉県,3,8,2,182600,3
2024-04-15,千葉県,4,8,2,222900,4
2024-04-15,東京都,12,62,26,2346730,12
2024-04-15,神奈川県,4,15,5,430650,4
2024-04-15,新潟県,1,2,0,59400,1
2024-04-15,富山県,4,13,3,395350,4
2024-04-15,石川県,6,14,5,420540,6
2024-04-15,福井県,25,84,25,2572920,25
2024-04-15,山梨県,1,2,1,50900,1
2024-04-15,長野県,3,12,5,441510,3
2024-04-15,岐阜県,8,20,8,596650,7
2024-04-15,静岡県,5,10,6,314340,5
2024-04-15,愛知県,14,41,15,1343420,14
2024-04-15,三重県,4,7,4,268560,4
2024-04-15,滋賀県,8,18,5,537230,8
2024-04-15,京都府,8,20,7,596110,8
2024-04-15,大阪府,16,50,15,1735300,16
2024-04-15,兵庫県,25,112,33,2843022,25
2024-04-15,奈良県,5,11,5,340560,5
2024-04-15,和歌山県,4,11,5,417370,4
2024-04-15,岡山県,3,7,2,170550,3
2024-04-15,広島県,2,7,3,59700,2
2024-04-15,徳島県,7,20,5,517370,6
2024-04-15,香川県,2,5,3,156270,2
2024-04-15,愛媛県,1,2,1,48400,1
2024-04-15,高知県,1,2,1,66000,1
2024-04-15,福岡県,4,8,4,238500,4
2024-04-15,鹿児島県,1,43,15,1051450,1
2024-04-15,不明,71,366,104,6940825,70
2024-04-16,栃木県,1,2,1,46200,1
2024-04-16,群馬県,1,2,1,90500,1
2024-04-16,埼玉県,2,5,2,44660,2
2024-04-16,東京都,9,18,16,610130,9
2024-04-16,神奈川県,2,6,1,191850,2
2024-04-16,新潟県,2,2,1,50900,1
2024-04-16,富山県,2,5,2,236550,2
2024-04-16,石川県,1,2,1,61900,1
2024-04-16,福井県,20,107,20,2946350,20
2024-04-16,長野県,1,2,1,37400,1
2024-04-16,岐阜県,3,9,4,233650,3
2024-04-16,静岡県,6,39,20,1201750,5
2024-04-16,愛知県,5,12,5,416700,5
2024-04-16,三重県,4,9,3,398500,4
2024-04-16,滋賀県,5,11,2,251100,5
2024-04-16,京都府,7,19,7,543350,6
2024-04-16,大阪府,13,32,14,1237700,13
2024-04-16,兵庫県,27,142,42,3498900,27
2024-04-16,和歌山県,1,27,15,594000,1
2024-04-16,鳥取県,1,4,1,80000,1
2024-04-16,島根県,1,2,0,48100,1
2024-04-16,岡山県,5,13,5,354860,5
2024-04-16,広島県,1,2,1,59400,1
2024-04-16,徳島県,2,8,3,202950,2
2024-04-16,香川県,2,6,2,198600,2
2024-04-16,愛媛県,2,4,2,162800,2
2024-04-16,高知県,1,2,1,66000,1
2024-04-16,熊本県,1,2,1,61600,1
2024-04-16,不明,20,122,23,3511674,20
2024-04-17,北海道,1,2,1,101500,1
2024-04-17,茨城県,1,2,1,50900,1
2024-04-17,栃木県,2,4,2,158560,2
2024-04-17,埼玉県,3,7,3,193150,3
2024-04-17,千葉県,4,7,3,218850,3
2024-04-17,東京都,11,33,22,968590,11
2024-04-17,神奈川県,1,2,1,85800,1
2024-04-17,新潟県,1,4,2,101800,1
2024-04-17,富山県,6,18,6,446800,6
2024-04-17,石川県,5,15,5,430350,5
2024-04-17,福井県,18,46,18,1362450,17
2024-04-17,長野県,4,9,4,354150,4
2024-04-17,岐阜県,4,8,4,346600,4
2024-04-17,静岡県,3,7,4,301700,3
2024-04-17,愛知県,11,22,9,638950,9
2024-04-17,三重県,6,9,4,361600,5
2024-04-17,滋賀県,7,17,8,544320,7
2024-04-17,京都府,6,17,7,519400,6
2024-04-17,大阪府,32,293,23,4213530,24
2024-04-17,兵庫県,24,100,31,2988300,23
2024-04-17,奈良県,4,10,4,282780,4
2024-04-17,和歌山県,2,12,4,309500,2
2024-04-17,鳥取県,3,8,3,284100,3
2024-04-17,岡山県,5,24,8,583900,4
2024-04-17,徳島県,3,10,3,253440,3
2024-04-17,香川県,4,14,5,331600,4
2024-04-17,愛媛県,2,4,2,143000,2
2024-04-17,福岡県,1,2,1,68500,1
2024-04-17,大分県,1,2,1,54000,1
2024-04-17,沖縄県,1,4,2,140800,1
2024-04-17,不明,34,1469,202,17138330,30
2024-04-18,北海道,2,25,11,704350,2
2024-04-18,青森県,1,2,1,90500,1
2024-04-18,岩手県,1,2,1,57500,1
2024-04-18,茨城県,2,4,2,100480,2
2024-04-18,埼玉県,6,13,6,399350,6
2024-04-18,千葉県,1,5,2,189950,1
2024-04-18,東京都,15,64,43,2147900,14
2024-04-18,神奈川県,5,10,5,364200,5
2024-04-18,新潟県,1,3,1,87570,1
2024-04-18,富山県,4,10,4,294100,4
2024-04-18,石川県,5,10,5,392800,5
2024-04-18,福井県,17,46,18,1571800,17
2024-04-18,山梨県,2,4,2,161200,2
2024-04-18,長野県,4,9,4,306650,4
2024-04-18,岐阜県,9,21,8,637330,8
2024-04-18,静岡県,17,44,17,1265320,17
2024-04-18,愛知県,14,42,15,1392100,13
2024-04-18,三重県,1,2,0,83900,1
2024-04-18,滋賀県,5,29,4,689650,5
2024-04-18,京都府,6,18,6,543300,6
2024-04-18,大阪府,12,255,14,3503880,12
2024-04-18,兵庫県,28,149,45,3580280,28
2024-04-18,奈良県,4,7,3,285840,3
2024-04-18,和歌山県,2,12,6,351300,2
2024-04-18,鳥取県,3,6,3,164800,3
2024-04-18,島根県,2,4,2,132000,2
2024-04-18,岡山県,7,18,9,465600,7
2024-04-18,広島県,1,8,3,434600,1
2024-04-18,香川県,4,8,3,168520,3
2024-04-18,愛媛県,2,3,2,67100,2
2024-04-18,高知県,1,4,1,110880,1
2024-04-18,福岡県,1,4,1,194200,1
2024-04-18,宮崎県,1,2,1,99000,1
2024-04-18,不明,25,1655,223,16464582,24
2024-04-19,栃木県,1,2,1,68500,1
2024-04-19,埼玉県,8,19,8,615000,8
2024-04-19,千葉県,2,4,2,126350,2
2024-04-19,東京都,7,18,7,730700,7
2024-04-19,神奈川県,4,8,3,216200,3
2024-04-19,富山県,5,16,7,468800,5
2024-04-19,石川県,7,26,6,880800,7
2024-04-19,福井県,25,73,26,2473280,23
2024-04-19,長野県,2,36,13,561600,2
2024-04-19,岐阜県,10,28,11,1012080,10
2024-04-19,静岡県,9,28,9,878600,9
2024-04-19,愛知県,20,91,31,2034020,20
2024-04-19,三重県,7,11,5,365720,5
2024-04-19,滋賀県,3,7,3,283750,3
2024-04-19,京都府,5,19,6,560400,5
2024-04-19,大阪府,17,262,19,3913750,17
2024-04-19,兵庫県,24,164,44,4164798,24
2024-04-19,奈良県,5,14,5,497650,5
2024-04-19,和歌山県,4,40,9,972900,4
2024-04-19,島根県,1,2,1,63800,1
2024-04-19,岡山県,5,16,5,379920,5
2024-04-19,徳島県,2,4,2,110000,2
2024-04-19,香川県,2,6,3,272200,2
2024-04-19,愛媛県,3,9,3,235700,3
2024-04-19,高知県,2,4,2,147400,2
2024-04-19,熊本県,1,8,2,308000,1
2024-04-19,大分県,2,7,2,206300,2
2024-04-19,不明,22,869,214,9581990,21
2024-04-20,茨城県,1,2,1,77300,1
2024-04-20,群馬県,1,2,0,66000,1
2024-04-20,埼玉県,4,8,2,245900,4
2024-04-20,千葉県,5,11,3,375700,5
2024-04-20,東京都,10,23,5,718620,10
2024-04-20,神奈川県,7,22,8,731192,7
2024-04-20,新潟県,1,2,1,88300,1
2024-04-20,富山県,8,37,11,1265670,8
2024-04-20,石川県,10,46,15,1387020,10
2024-04-20,福井県,38,164,27,5216360,40
2024-04-20,岐阜県,12,39,12,1327510,12
2024-04-20,静岡県,6,18,6,759320,6
2024-04-20,愛知県,22,63,22,2248438,22
2024-04-20,三重県,2,9,3,360440,2
2024-04-20,滋賀県,3,9,2,176820,5
2024-04-20,京都府,9,38,11,1423390,9
2024-04-20,大阪府,32,97,27,2993930,32
2024-04-20,兵庫県,38,167,47,5016320,36
2024-04-20,奈良県,7,18,7,935560,7
2024-04-20,和歌山県,3,8,3,256500,3
